Movie ID,Original Title,Overview,Poster Path
5690,火垂るの墓,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",/k9tv1rXZbOhH7eiCk378x61kNQ1.jpg
5693,Saturday Night Fever,Tony spends his Saturdays at a disco where his stylish moves raise his popularity among the patrons. But his life outside the disco is not easy and things change when he gets attracted to Stephanie.,/ylA7E5Md21aqgzxbwa2dFxX8LKV.jpg
5694,Staying Alive,It's five years later and Tony Manero's Saturday Night Fever is still burning. Now he's strutting toward his biggest challenger yet - making it as a dancer on the Broadway stage.,/m9Bt1QUsXJnHlio3o7YdREfUf86.jpg
5696,Urban Cowboy,"After moving to Pasadena, Texas, country boy Bud Davis starts hanging around a bar called Gilley's, where he falls in love with Sissy, a cowgirl who believes the sexes are equal. They eventually marry, but their relationship is turbulent due to Bud's traditional view of gender roles. Jealousy over his rival leads to their separation, but Bud attempts to win Sissy back by triumphing at Gilley's mechanical bull-riding competition.",/7CKauKML9b2vPKp9M0i9tdp5XxQ.jpg
5699,Tom Horn,A renowned former army scout is hired by ranchers to hunt down rustlers but finds himself on trial for the murder of a boy when he carries out his job too well. Tom Horn finds that the simple skills he knows are of no help in dealing with the ambitions of ranchers and corrupt officials as progress marches over him and the old west.,/2psanhsRyBxZOlg9zg9uE54M32w.jpg
5700,L'uomo puma,"Thousands of years ago, aliens visited Earth and fathered the Pumaman, a man-god with supernatural powers entrusted by a gold mask with the ability to control people's minds, which in present-day London, falls into the wrong hands.",/1cmJeLWhqezudWa168KKy4REFbp.jpg
5704,Without Warning,An alien creature stalks human prey.,/hKZ4ZVuHoph9bXZ0v9w9FmM20H3.jpg
5706,...All the Marbles,A two-bit promoter tries to take a women's wrestling team to the top.,/qv0WuNiP93ahEEYDFwC5DcjJmOS.jpg
5707,Absence of Malice,"Megan Carter is a reporter duped into running an untrue story on Michael Gallagher, a suspected racketeer. He has an alibi for the time his crime was allegedly committed—but it involves an innocent party. When he tells Carter the truth and the newspaper runs it, tragedy follows, forcing Carter to face up to the responsibilities of her job when she is confronted by Gallagher.",/aeuA7Jd21hmjhSkwzZwHdwHWmQW.jpg
5710,Banana Joe,"Island farmer Banana Joe helps the local community by trading his bananas for goods. When gangsters arrive with plans to construct a banana processing plant, Joe kicks them out, but the mob boss discovers that Joe is operating without a license. After the mob tips off the authorities and Joe's boat is impounded, he ventures into a big city for the first time to seek help.",/uLLnGV4kuwnHofexT1aXP8wQcxB.jpg
5712,Blow Out,"Jack Terry is a master sound recordist who works on grade-B horror movies. Late one evening, he is recording sounds for use in his movies when he hears something unexpected through his sound equipment and records it. Curiosity gets the better of him when the media become involved, and he begins to unravel the pieces of a nefarious conspiracy. As he struggles to survive against his shadowy enemies and expose the truth, he does not know whom he can trust.",/weMW1wLzeagP3tw6BfmYf1iL7dz.jpg
5720,Chi trova un amico trova un tesoro,"Alan gets a map to some war treasure which the Japanese army left behind on a small Pacific island at the end of World War II. But some gangsters try to steal the map from him and so he hides on Charlie's boat which just leaves the harbor. He manipulates the ship's compass so that Charlie is not aware that he is sailing to the treasure island. But when they step on the island, they discover that it is not as abandoned as they believed: there are some natives - and a Japanese soldier still defending the treasure",/8fl6sXVv5fWMpDxFDab54qc71tv.jpg
5721,The Chosen,"In a 1940s New York, two Jewish teenage boys are determined to remain friends despite the deep differences between their two families.",/fyxfvlnTJGscLUMDLnLTZMAnzVP.jpg
5723,Continental Divide,A hard-nosed Chicago journalist has an unlikely love affair with an eagle researcher.,/jwLFNA10RJBcQ4Fe0SoySkSFr0V.jpg
5733,Eyewitness,"NYC custodian Daryll Deever is a big fan of local news reporter Tony Sokolow, so he is intrigued when she shows up to cover a story at his workplace. There's been a murder in the office building, and Tony suspects that Daryll may have insight into the crime, a notion that he furthers to stay close to her. However, when those behind the killing begin to think that he really knows something, they target the pair to keep their secrets hidden.",/dxMbBWegmjtPfZNmw6HHJjgZkQt.jpg
5735,Faces of Death,"A collection of death scenes, ranging from TV-material to home-made super-8 movies. The common factor is death by some means.",/fhHzqDrdHLqjawXLXoV3w4FDOUd.jpg
5736,Faces of Death III,"The third installment of the infamous ""is it real or fake?"" mondo series sets its sights primarily on serial killers, with lengthy reenactments of police investigations of bodies being found in dumpsters, and a staged courtroom sequence.",/1nnzpaF6K9gILb7oCkopuVAOGwR.jpg
5741,La Femme d'à côté,"Madame Jouve, the narrator, tells the tragedy of Bernard and Mathilde. Bernard was living happily with his wife Arlette and his son Thomas. One day, a couple, Philippe and Mathilde Bauchard, moves into the next house. This is the accidental reunion of Bernard and Mathilde, who had a passionate love affair years ago. The relationship revives... A somber study of human feelings.",/nxBf3Y7Q9XVuKvUl0df8MW2IsQ7.jpg
5742,First Monday in October,"For the first time in history a woman is appointed to the U.S. Supreme Court, where she becomes a friendly rival to a liberal associate.",/ghqdsQVdM10OJpc8mj1I5dpHOwh.jpg
5745,The Four Seasons,"Three middle-aged wealthy couples take vacations together in Spring, Summer, Autumn and Winter. Along the way we are treated to mid-life, marital, parental and other crises.",/7xKPkL7kHdgq3YI08tXISCQwRJH.jpg
5746,Galaxy of Terror,"As a lone spaceship proceeds on its long voyage across space, the crew are surprised to encounter a strange pyramid form. Surprise turns to horror as one by one, they discover that their darkest nightmares are all starting to become real. The pyramid has to be behind it all somehow, but how can they save themselves from its influence?",/fPaEadAVgyaCP1AKHKWrQHc9sbO.jpg
5747,Gallipoli,"As World War I rages, brave and youthful Australians Archy and Frank—both agile runners—become friends and enlist in the Australian and New Zealand Army Corps together. They later find themselves part of the Dardanelles Campaign on the Gallipoli peninsula, a brutal eight-month conflict which pit the British and their allies against the Ottoman Empire and left over 500,000 men dead.",/un7VCqTmjrq3u75mQ204a8tofD4.jpg
5749,Ghost Story,"Four successful elderly gentlemen, members of the Chowder Society, share a gruesome, 50-year-old secret. When one of Edward Wanderley's twin sons dies in a bizarre accident, the group begins to see a pattern of frightening events developing.",/awnN2k2726xqzqsmd3YcSe6lSj0.jpg
5752,Gregory's Girl,A teenager falls hard for the female soccer player who has replaced him on the team and attempts to pursue her.,/vVOdKnervWwvxIeJzLCqQzQPs7o.jpg
5755,Happy Birthday to Me,"Virginia is proud that she belongs to a clique. The best students at a private school. But before her 18th birthday, a gruesome set of murders take place and her friends are the ones who are falling prey. Could it be her? She suffers from blackouts due to a freak accident one year earlier. We soon learn the truth behind her accident and what is going on.",/yxGYpW43UzZuy4yvCP6Rzb5wyvS.jpg
5764,Looker,"Plastic surgeon Larry Roberts performs a series of minor alterations on a group of models who are seeking perfection. The operations are a resounding success. But when someone starts killing his beautiful patients, Dr. Roberts becomes suspicious and starts investigating. What he uncovers are the mysterious - and perhaps murderous - activities of a high-tech computer company called Digital Matrix.",/dQtdfoA0HKyI3YDHCngx6Rp8ePy.jpg
5767,Miś,"En route to London, Bear discovers at the border checkpoint that his passport is missing a few pages, which may prevent him from traveling to the city with the sports team he manages.",/mvPR52hepNXBNBezFeLtEorbruo.jpg
5768,Modern Problems,"Jealous, harried air traffic controller Max Fielder, recently dumped by his girlfriend, comes into contact with nuclear waste and is granted the power of telekinesis, which he uses to not only win her back, but to gain a little revenge.",/aH21h3sMMN3r6d9I8VSBw28fW7V.jpg
5771,My Bloody Valentine,"Twenty years after a Valentine's Day tragedy claimed the lives of five miners, Harry Warden returns for a vengeful massacre among teen sweethearts gearing up for another party.",/kl3mewFceFtYIavvGts2atzB0e0.jpg
5772,My Dinner with Andre,Wallace Shawn and Andre Gregory share life stories and anecdotes over the course of an evening meal at a restaurant.,/nTZFiK3fPlBkaAfQxNreRKXogVh.jpg
5773,Neighbors,"One man's quiet suburban life takes a sickening lurch for the worse when a young couple move into the deserted house next door. From the word go it is obvious these are not the quiet professional types who *should* be living in such a nice street. As more and more unbelievable events unfold, our hero starts to question his own sanity... and those of his family.",/AcJNrCJoeebP5XCp7RE7per7Ad1.jpg
5779,Piranha II: The Spawning,"A scuba diving instructor, her biochemist boyfriend, and her police chief ex-husband try to link a series of bizarre deaths to a mutant strain of piranha fish whose lair is a sunken freighter ship off a Caribbean island resort.",/gOPhCh4Ko5crlsyQewPsq1sYLiA.jpg
5780,Polyester,"Blessed with a keen sense of smell and cursed with a philandering pornographer husband, a parasitic mother, and a pair of delinquent children, the long-suffering Francine Fishpaw turns to the bottle as her life falls apart -- until deliverance appears in the form of a hunk named Todd Tomorrow.",/14RfMqOe8eF17bUajPsy4HtRsVC.jpg
5782,Le Professionnel,"French secret service agent Josselin Beaumont is dispatched to take down African warlord N'Jala. But when his assignment is canceled, he's shocked to learn that his government is surrendering him to local authorities. He is given a mock trial and sentenced to 20 years of hard labor. But Beaumont escapes from prison and vows not only to avenge himself against his betrayers but also to finish his original assignment.",/dhAZ8T0tTlTNw3D7Cn8wc87sk1w.jpg
5784,Ghost Ship,"After discovering a passenger ship missing since 1962 floating adrift on the Bering Sea, salvagers claim the vessel as their own. Once they begin towing the ghost ship towards harbor, a series of bizarre occurrences happen and the group becomes trapped inside the ship, which they soon learn is inhabited by a demonic creature.",/qT9jhRnf67dmMNpX2FmNPMeuW57.jpg
5785,Jackass: The Movie,"Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on.",/9Rb659hvGfmef1xm0mMvDHEBqmf.jpg
5786,Paid in Full,"Ace is an impressionable young man working for a dry cleaning business. His friend, drug dealer Mitch, goes to prison. In an unrelated incident, he finds some cocaine in a pants pocket. Soon, Ace finds himself dealing cocaine for Lulu. Via lucky breaks and solid interpersonal skills, Ace moves to the top of the Harlem drug world. Of course, unfaithful employees and/or rivals conspire to bring about Ace's fall.",/oiG5BObjENJjEacFdWw1KfK3TFx.jpg
5787,The Truth About Charlie,"Regina meets charming Joshua while vacationing in Martinique, as she contemplates ending her whirlwind marriage to enigmatic Charlie. Upon her return to Paris, she finds that both her apartment and her bank account have been emptied, and her husband has been murdered. The more Reggie learns, the more she realizes the scope of the puzzle which she must solve to protect herself from ever-increasing danger.",/gW8Yw3J6FLHfRqTYNdgucf5c1ed.jpg
5788,All or Nothing,"Penny works at a supermarket and Phil is a gentle taxi-driver. Penny’s love for Phil has run dry and they lead joyless lives with their two children, Rachel, a cleaner, and Rory, who is unemployed and aggressive.",/5VRYeJ8DI3GkVzO7MUlug8v2BZO.jpg
5791,Frida,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",/a4hgR6aKoohB6MHni171jbi9BkU.jpg
5792,Roger Dodger,"A smooth-talking ad executive attributes his remarkable success with women to his ability to manipulate their emotions from the moment he first meets them. When his teenage nephew drops in for a visit, he soon learns that his approach isn't as foolproof as he thought when he attempts to teach the boy how to pick up women.",/koAdQdL3LUtho4nd1DWSubE7dU6.jpg
5796,Casino Royale,"Sir James Bond is called back out of retirement to stop SMERSH. In order to trick SMERSH, James thinks up the ultimate plan - that every agent will be named 'James Bond'. One of the Bonds, whose real name is Evelyn Tremble is sent to take on Le Chiffre in a game of baccarat, but all the Bonds get more than they can handle.",/9H942P5Wywek42HrWFi7HiB2jgu.jpg
5797,The Company of Wolves,"An adaptation of Angela Carter's fairy tales. Young Rosaleen dreams of a village in the dark woods, where Granny tells her cautionary tales in which innocent maidens are tempted by wolves who are hairy on the inside. As Rosaleen grows into womanhood, will the wolves come for her too?",/2g2YPws1MiEWTodUE8u3qOf78XS.jpg
5799,Exodus,"Ari Ben Canaan, a passionate member of the Jewish paramilitary group Haganah, attempts to transport 600 Jewish refugees on a dangerous voyage from Cyprus to Palestine on a ship named the Exodus. He faces obstruction from British forces, who will not grant the ship passage to its destination.",/1JXFJRztd43gCf4TAodNUwkfZoi.jpg
5801,The Russians Are Coming! The Russians Are Coming!,"When a Soviet submarine gets stuck on a sandbar off the coast of a New England island, its commander orders his second-in-command, Lieutenant Rozanov, to get them moving again before there is an international incident. Rozanov seeks assistance from the island locals, including the police chief and a vacationing television writer, while trying to allay their fears of a Communist invasion by claiming he and his crew are Norwegian sailors.",/rRGeIp9MOAfFHH3Exr5Ago7hEuq.jpg
5802,The World of Henry Orient,"A mischievous, adventuresome fourteen-year-old girl and her best friend begin following an eccentric concert pianist around New York City after she develops a crush on him.",/9FWPyQuLy1wsQfDwudM2tHamzBg.jpg
5803,I Spy,"When the Switchblade, the most sophisticated prototype stealth fighter created yet, is stolen from the U.S. government, one of the United States' top spies, Alex Scott, is called to action. What he doesn't expect is to get teamed up with a cocky civilian, World Class Boxing Champion Kelly Robinson, on a dangerous top secret espionage mission. Their assignment: using equal parts skill and humor, catch Arnold Gundars, one of the world's most successful arms dealers.",/zMgg3txKpggWtTlAkD8xpbbRRCI.jpg
5804,The Santa Clause 2,"Better watch out! The big guy in red is coming to town once again. This time, Scott Calvin -- also known as Santa Claus -- finds out there's an obscure clause in his contract requiring him to take on a wife. He has to leave the North Pole to fulfill his obligations, or else he'll be forced to give up his Yuletide gig.",/2EAMkz0z1pbr9weOY1Y7buy2AxV.jpg
5809,Femme Fatale,"A $10-million diamond rip-off, a stolen identity, a new life married to a diplomat. Laure Ash has risked big, won big. But then a tabloid shutterbug snaps her picture in Paris, and suddenly, enemies from Laure's secret past know who and where she is. And they all want their share of the diamond heist. Or her life. Or both.",/i2OgxmZVbIsJxaLiYMjCSewsLty.jpg
5810,8 Mile,"For Jimmy Smith, Jr., life is a daily fight just to keep hope alive. Feeding his dreams in Detroit's vibrant music scene, Jimmy wages an extraordinary personal struggle to find his own voice - and earn a place in a world where rhymes rule, legends are born and every moment… is another chance.",/7BmQj8qE1FLuLTf7Xjf9sdIHzoa.jpg
5812,Far from Heaven,"In 1950s Connecticut, a housewife's life is upended by a marital crisis and mounting racial tensions in society.",/uhwp04fSV9hVzzMruckODvZFGTj.jpg
5816,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg
5817,Ararat,"Interrogated by a customs officer, a young man recounts how his life was changed during the making of a film about the Armenian genocide.",/jNrSWEKqxrZP0RsTD5povskryYp.jpg
5818,El Crimen del Padre Amaro,"Sent to Mexico to help take care of aging Father Benito, young Father Amaro faces a moral challenge when he meets a 16-year-old girl who he starts an affair with. Likewise, the girl's mother had been having an affair with Father Benito. Father Amaro must choose between a holy or sinful life.",/wqwt2DKcQV6EeSwXuYTk7pkLFii.jpg
5820,Standing in the Shadows of Motown,"In 1959, Berry Gordy Jr. gathered the best musicians from Detroit's thriving jazz and blues scene to begin cutting songs for his new record company. Over a fourteen year period they were the heartbeat on every hit from Motown's Detroit era. By the end of their phenomenal run, this unheralded group of musicians had played on more number ones hits than the Beach Boys, the Rolling Stones, Elvis and the Beatles combined - which makes them the greatest hit machine in the history of popular music. They called themselves the Funk Brothers. Forty-one years after they played their first note on a Motown record and three decades since they were all together, the Funk Brothers reunited back in Detroit to play their music and tell their unforgettable story, with the help of archival footage, still photos, narration, interviews, re-creation scenes, 20 Motown master tracks, and twelve new live performances of Motown classics with the Brothers backing up contemporary performers.",/rsOTrPTRhBgw5eWAgJISBMiIg5m.jpg
5826,Rio Grande,"Lt. Col. Kirby Yorke is posted on the Texas frontier to defend settlers against depredations of marauding Apaches. Col. Yorke is under considerable stress by a serious shortage of troops of his command. Tension is added when Yorke's son (whom he hasn't seen in fifteen years), Trooper Jeff Yorke, is one of 18 recruits sent to the regiment.",/zYoK2RkBCmyhIV6UUb6EZLqxmZq.jpg
5828,Blackrock,"In New South Wales, Jared surfs with his mates and has a first girl. He hosts a beach party for his older pal, Ricko, and witnesses four of his mates gang-rape a 15 year old. He does nothing, and the next day, she's found murdered. At school, the boys and the girls react: the girls with anger at the perpetrators, the boys with jeering at the dead girl's morality. The students' parents have their own responses. Jared retreats into angry silence, disgusted that he did nothing to help the dead girl. Meanwhile, his mother wants to talk to him about her impending cancer surgery, the police want to know what he saw, and his friend Ricko wants an alibi. Jared's cracking under the pressure.",/36EyDOPw8tvGhvVqi3msNPDYSoY.jpg
5829,Men with Brooms,"A decade ago, curler Chris Cutter disappeared suddenly on the verge of stardom, dropping his curling stones to the bottom of a lake and leaving his fiancée, Julie Foley, at the altar. But when his former coach dies, Cutter returns home for the funeral and attempts to fulfill the man's last wishes. The team is reunited under Cutter's estranged dad, Gordon — himself a former curling star — for a final attempt at glory.",/qWWvljKlmYwf1XtlJ0vu0u66xpi.jpg
5833,Dog Soldiers,"A band of soldiers is dispatched to war games deep in the woods. When they stumble across a rival team slaughtered in camp, they realize they're not alone.",/fYHUYWglzq8Ax0EaDWqg9emjL7T.jpg
5836,Houseboat,An Italian socialite on the run signs on as housekeeper for a widower with three children.,/nfaOBiZktPHOV0f3DTqTftgTo3B.jpg
5838,Madame Bovary,"Bored with the limited and tedious nature of provincial life in 19th-century France, the fierce and sensual Emma Bovary finds herself in calamitous debt and pursues scandalous sexual liaisons with absolute abandon. However, when her volatile lifestyle catches up to her, the lives of everyone around her are endangered.",/cBJtWAgDTCqxNJJOZjnRSh5Vxa5.jpg
5839,La Gloire de mon Père,"Raised by his science teacher father, Joseph Pagnol, and seamstress mother Augustine, young Marcel grows up during the turn of the century in awe of his rationalist dad. When the family takes a summer vacation in the countryside, Marcel becomes friends with Lili, who teaches him about rural life.",/4zwgcaKqIJ5GB6kCPpyMLZuNyoi.jpg
5840,Le château de ma mère,"To his chagrin, young Marcel Pagnol and his family move back to their home in Marseilles, France, far from their pastoral holiday cottage in the hills. Determined, Marcel makes the long voyage back to the cottage on foot and lands himself in trouble. One day Marcel's father discovers a shortcut to the cottage, but it requires trespassing. Despite their trepidations, Marcel and his family begin using the secret trail to reach their cottage.",/hw8Ec4jFuxSNCMUZiUpBKOMl65G.jpg
5841,Return to the Blue Lagoon,"In this sequel to the 1980 classic, two children are stranded on a beautiful island in the South Pacific. With no adults to guide them, the two make a simple life together and eventually become tanned teenagers in love.",/jhUTLuPgc3Qcvr5xtji8oiWSfYy.jpg
5843,Toy Soldiers,"After federal agents arrest a drug czar and put him on trial, the cartel leader's vicious son storms a prep school and takes its students hostage. They rebel against the armed intruders and try to take back their academy by any means necessary.",/nL3ccvqU1Wq1j31feHWAydzpbr2.jpg
5847,Ragtime,"A young black pianist becomes embroiled in the lives of an upper-class white family set among the racial tensions, infidelity, violence, and other nostalgic events in early 1900s New York City.",/vRjyakxRrMfj6sgyUJte9mVI1D9.jpg
5849,Ricomincio da tre,"Gaetano, a young Neapolitan, decides to leave home, work and friends, to look for other moments of life and meet other people.",/lS0X9KScgkUbhiu6lOHBya8z9R2.jpg
5853,Scanners,"After a man with extraordinary—and frighteningly destructive—telepathic abilities is nabbed by agents from a mysterious rogue corporation, he discovers he is far from the only possessor of such strange powers, and that some of the other “scanners” have their minds set on world domination, while others are trying to stop them.",/VTqLdveNXxGsIAZL5I4RliTTt7.jpg
5856,"Sjećaš li se, Dolly Bell?","A young man grows up in Sarajevo in the 1960s, under the shadow of his good, but ailing father, and gets attracted by the world of small-time criminals.",/mkH1PigvNINeYQxi07RsdzSuTDB.jpg
5863,Take This Job and Shove It,A junior executive is ordered to boost output in the hometown brewery where his old friends work.,/rAlLrcOr1ZSjXXIP1yY3FcXyLBZ.jpg
5867,Thief,"Frank is an expert professional safecracker, specialized in high-profile diamond heists. He plans to use his ill-gotten income to retire from crime and build a nice life for himself complete with a home, wife and kids. To accelerate the process, he signs on with a top gangster for a big score.",/vqJQfVbbV3SlFizyUCu1eTgEXTx.jpg
5872,Die Another Day,"James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon.",/bZmGqOhMhaLn8AoFMvFDct4tbrL.jpg
5873,The Emperor's Club,"William Hundert is a passionate and principled Classics professor who finds his tightly-controlled world shaken and inexorably altered when a new student, Sedgewick Bell, walks into his classroom. What begins as a fierce battle of wills gives way to a close student-teacher relationship, but results in a life lesson for Hundert that will still haunt him a quarter of a century later.",/s7BRKAq0DNcXe8Bphm6Wd5KnvlF.jpg
5874,Friday After Next,"Craig and his cousin Day Day have finally moved out of their parents' houses and into their own crib, working nights at a local mall as security guards. When their house is robbed on Christmas Eve they set out to track down the culprit.",/sxHFGPKLWj9e3aaA6wGVxghoiPE.jpg
5875,Personal Velocity,"In a series of three vignettes, three women in turn struggle to free themselves from the men who restrict their personal freedom.",/2Jkt0PQBU2lmSm4zQcyJBWvRGpv.jpg
5876,The Quiet American,"In early 1950s Vietnam, a young American becomes entangled in a dangerous love triangle when he falls for the beautiful mistress of a British journalist. As war is waged around them, the trio sinks deeper into a world of drugs, passion, and betrayal where nothing is as it seems.",/eaSU6IiBWq8mS1KZqHhRhhJ1NeN.jpg
5878,Hable con ella,Two men share an odd friendship while they care for two women who are both in deep comas.,/p8ilqBhIT5YnKOf6hBPEVPc8uGS.jpg
5879,Eight Crazy Nights,"Davey Stone, a 33-year old party animal, finds himself in trouble with the law after his wild ways go too far.",/pfQrbZxTv4BVf1XRQnCngZ3wQg8.jpg
5880,Extreme Ops,"While filming an advertisement, some extreme sports enthusiasts unwittingly stop a group of terrorists.",/984tq1bRL2uzR0wHrNzZVYTR0Al.jpg
5881,Solaris,A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.,/drdrB1hEZmzFlK1xtW5HMxK3LUJ.jpg
5882,Treasure Planet,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms on their journey to find treasure.",/qKpxGBkksllc2oe6Y0YDKc1A232.jpg
5883,They,A psychology student who experienced night terrors as a child must face the chilling realization that her nightmares were not all in her head.,/nHG0VOW6o99tP5EACtKTMADqxJQ.jpg
5884,Chopper Chicks in Zombietown,"Riding around on their motorbikes, a gang of tough women bikers are the only thing that stands between a crowd of zombies, which have been accidentally let out of their secure cave, and those still alive in the town.",/2iViC9lCEmmrDHir1sBLcPV690U.jpg
5888,Брат,"Danila goes to his successful brother, Victor, in Petersburg to start a new life. Unknown to Danila, Victor is a contract killer, but is in hiding after asking for too much money to assassinate a Chechen mob boss. To avoid exposure, Victor convinces Danila to kill the boss instead.",/dxeVQdd227B367xQxvabkYTfz0b.jpg
5889,Жестокий романс,"In the town of Bryakhimov, noble but poor widow Harita Ignatyevna Ogudalova seeks to arrange marriages for her three daughters. She maintains an “open house”, hoping to attract gentlemen well-off enough to marry a dowry-less girl for love.",/q1NJZbDujEc4ZEOMKbgcKOTh4Dl.jpg
5890,Elling,"40-year-old Elling, sensitive, would-be poet, is sent to live in a state institution when his mother, who has sheltered him his entire life, dies. There he meets Kjell Bjarne, a gentle giant and female-obsessed virgin, also in his 40s.",/i4o9u93vR7setcwVeL87jGwc8CS.jpg
5891,Day of the Woman,"A young and beautiful career woman rents a back-woods cabin to write her first novel. Attacked by a group of local lowlifes and left for dead, she devises a horrific plan to inflict revenge.",/nMCkOo26GtISoxJmpkTAJyMqBO8.jpg
5893,The Last Seduction,A devious femme fatale steals her husband’s drug money and hides out in a small town where she meets the perfect dupe for her next scheme.,/kK8IiJDkz2Tv6DwaK60vJVHKH85.jpg
5896,New Waterford Girl,"A gifted teenager, dreaming of life beyond her small town, becomes inspired when a 15-year-old girl from New York moves in next door.",/2JTyLuUTTpr02OYSauZB7yQqVSy.jpg
5899,Zulu,"In 1879, during the Anglo-Zulu War, man-of-the-people Lt. Chard and snooty Lt. Bromhead are in charge of defending the isolated and vastly outnumbered Natal outpost of Rorke's Drift from tribal hordes.",/9V7tl1kIb67ZPRRNlUdy3JvqEiA.jpg
5900,Analyze That,"The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally, he returns to his analyst Dr. Ben Sobel for help and finds that Sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress.",/q3R6Hno3WFfIkHQg7CeVAEOcHQQ.jpg
5901,Empire,A big time drug dealer Victor Rosa is looking to get out of the game and sees his chance with a big deal with a new friend who happens to be a Wall St. stockbroker. Thinking this will be his chance to go out on top Victor soon finds out that he has been double crossed and his last option is to get revenge.,/m6XxaRLltWox4C9pykjUILrlGp9.jpg
5902,Adaptation.,"Nicolas Cage is Charlie Kaufman, a confused L.A. screenwriter overwhelmed by feelings of inadequacy, sexual frustration, self-loathing, and by the screenwriting ambitions of his freeloading twin brother Donald. While struggling to adapt ""The Orchid Thief,"" by Susan Orlean, Kaufman's life spins from pathetic to bizarre. The lives of Kaufman, Orlean's book, become strangely intertwined as each one's search for passion collides with the others'.",/ffEmHQAiD0m5dEQ6rlsuA9vlllW.jpg
5903,Equilibrium,"In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death. A man in charge of enforcing the law rises to overthrow the system.",/eW3YrxOh3rd6PnRgMSftYoflvfe.jpg
5909,ビジターQ,"In a dysfunctional family where the mother is a heroin addict and prostitute, beaten by her son, and the father is an ex-TV reporter, sleeping with his daughter and filming his son being beaten up, ‘Q’, a complete stranger enters the bizarre family, changing their lives for the better, finding a balance in their disturbing natures.",/veDqVt4oYq6mjFGasdVeEv6RPBg.jpg
5912,Vabank,"October 1934. Poland. Famous bank robber Kwinto decided to quit his dangerous criminal job, but after his friend's death, he changed his mind and organized a burglary of famous and well protected bank which belonged to his former partner in crime, backstabbing and double-crossing Kramer. Kwinto designs a clever plan not to only rob the Kramer's bank but to make it look like Kramer himself did it.",/fkaGXtkitVud5YI2EYEU6pqHjdb.jpg
5915,Escape to Victory,A group of POWs in a German prison camp during World War II play the German National Soccer Team in this powerful film depicting the role of prisoners during wartime.,/3j6H0dnbvjNXLK1l9nKguXw5vvO.jpg
5919,Android,"Eccentric scientist Dr. Daniel and his shy assistant Max lead a quiet life on their space station, carrying out illegal research on androids, until they receive an unwelcome visit from three fugitives one of whom is female. Both Dr. Daniel and Max show an interest in her, but one of the other visitors has more sinister intentions.",/2exixpei6yaOBrnKgYun1fybsoM.jpg
5922,Attila flagello di Dio,The misadventures of Attila and his band of barbarians as they take up arms against the Roman Empire in their native Milano,/ecizJo3j1PPvLBMhl3thYk82rXK.jpg
5925,The Beast Within,"A horrified teen mutates into a crazed cannibalistic swamp creature, and must uncover the terrifying secret identity of his father before his nasty natural tendencies force him to make jambalaya out of the locals.",/4ZYbhYQflIF1FV2cmOfQHBUtiQe.jpg
5927,The Best Little Whorehouse in Texas,"When a big TV crusader Melvin P. Thorpe threatens to expose the Chicken Ranch to public scandal and close it down, Miss Mona doesn't go down without a fight.",/yw3PNR3NVeKKfLWv8SgFQnXoHZh.jpg
5929,La Boum 2,A young French teenage girl after moving to a new city falls in love with a boy and is thinking of having sex with him because her girlfriends have already done it.,/pbkccDoxH1H1VdqWcQYycZxHTIK.jpg
5932,Burden of Dreams,"The Amazon rain forest, 1979. The crew of Fitzcarraldo (1982), a film directed by German director Werner Herzog, soon finds itself with problems related to casting, tribal struggles and accidents, among many other setbacks; but nothing compared to dragging a huge steamboat up a mountain, while Herzog embraces the path of a certain madness to make his vision come true.",/qJuD9yZ7Mn9QCVqKO9WarNNYo4R.jpg
5938,Deathtrap,A Broadway playwright puts murder in his plan to take credit for a student's script.,/xW49tadBrkI5Nr5AN3Pt9RExqag.jpg
5941,Drumline,"A talented street drummer from Harlem enrolls in a Southern university, expecting to lead its marching band's drumline to victory. He initially flounders in his new world, before realizing that it takes more than talent to reach the top.",/zl7gdxYqKdFCioPT3DAkZR5DDUP.jpg
